Node	Buffer
P10	[0.0, 0.0, 0.0, 12.349944, 18.492756, 20.940796, 24.596304, 30.401212, 32.6494, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 55.994676, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 99.338728, 98.482792, 95.473792, 96.627188, 94.894228, 94.894228, 96.4656, 96.32690000000001, 97.76356, 95.163572, 96.18291599999999, 94.786252, 96.49564000000001, 95.758396, 95.758396, 97.735568, 97.735568, 95.63646, 96.48194799999999, 97.035772, 95.337516, 98.089536, 95.801468, 98.914908, 94.853876, 91.819216, 89.885448, 92.908272, 92.00892, 93.839344, 97.157224, 95.671832, 95.671832, 96.015248, 93.820148, 97.788752, 94.787124, 96.509672, 90.63064800000001, 94.976968, 94.57817200000001, 93.862448, 94.843356, 96.79966800000001, 97.303708, 97.303708, 98.90074800000001, 94.47102000000001, 95.73433999999999, 98.83297599999999, 95.81621200000001, 99.404756, 91.373084, 96.90790799999999, 97.213652, 95.69149999999999, 97.716984, 90.353584, 95.584292, 95.584292, 95.584292, 95.04325999999999, 95.747448, 99.945696, 95.04864400000001, 98.292368, 97.096796, 97.679972, 95.88841599999999, 98.3614, 98.404096, 94.1888, 95.126768, 94.80504400000001, 93.395944, 93.968008, 95.655244, 95.976792, 99.443736, 90.119964, 92.133644, 95.246792, 93.909592, 97.234588, 93.645136, 92.99223599999999, 93.421404, 99.101528, 95.75258, 96.898936, 99.497444, 95.384068, 99.489348, 95.096976, 93.235768, 98.87578, 96.276496, 95.9159, 94.79478399999999, 92.039528, 97.696372, 97.219236, 97.066272, 96.989864, 93.470524, 92.847364, 98.363932, 95.12578, 93.467224, 93.36396, 94.962936, 90.58031199999999, 96.09338, 93.353904, 99.908824, 98.49100800000001, 95.32377600000001, 94.63590400000001, 97.21209200000001, 94.461536, 93.372964, 94.57359199999999, 93.868604, 93.28755600000001, 95.12297199999999, 96.256048, 95.924036, 94.294064, 99.113956, 96.89067999999999, 93.846224, 95.133464, 91.243708, 94.496188, 94.693968]
P11	[0.0, 0.0, 10.256916, 12.349944, 15.848628000000001, 18.492756, 24.596304, 30.401212, 32.6494, 37.602172, 40.485907999999995, 47.012384000000004, 53.674516000000004, 53.674516000000004, 59.088848000000006, 64.582252, 66.804292, 75.158768, 77.98971999999999, 80.49888, 83.057252, 89.566316, 97.989928, 97.989928, 95.840044, 98.710944, 96.4755, 95.979892, 95.671528, 95.671528, 99.170212, 97.99283600000001, 95.58797999999999, 95.916208, 96.956948, 98.51765999999999, 98.51765999999999, 95.155536, 97.33784, 99.87934, 94.797456, 93.17216, 94.49881599999999, 94.55734, 95.55998799999999, 95.55998799999999, 94.320588, 95.39727599999999, 96.39984, 93.921148, 98.115196, 96.103336, 94.35718, 93.850612, 93.850612, 96.370124, 96.84161999999999, 95.24543600000001, 95.24543600000001, 97.633452, 96.07174, 90.461112, 91.77338400000001, 92.870668, 88.941824, 98.418848, 97.9371, 95.843216, 90.716484, 93.197696, 94.25911599999999, 94.25911599999999, 97.862124, 93.558208, 98.829372, 89.192036, 96.808228, 98.343756, 95.98836, 93.510572, 92.83590000000001, 93.566604, 93.566604, 93.566604, 93.887252, 97.623116, 97.666712, 99.70397600000001, 96.198072, 92.827348, 93.122332, 95.028332, 97.67994399999999, 90.78442, 92.64721999999999, 98.249576, 98.36824800000001, 99.017796, 95.140972, 95.140972, 96.846492, 96.755868, 99.244832, 91.87058, 94.13196, 96.328184, 93.30533600000001, 93.30533600000001, 94.905112, 97.979888, 97.979888, 98.152796, 94.608448, 97.960492, 96.182692, 98.436636, 94.742784, 96.54946, 96.54946, 94.130752, 93.547804, 95.742324, 98.83904799999999, 92.94895199999999, 93.20973599999999, 99.4924, 95.489556, 97.764764, 97.246548, 95.006372, 92.23876800000001, 95.365628, 93.46655200000001, 94.407112, 95.200664, 98.077024, 93.771276, 94.42442, 95.983732, 97.268376, 94.579256, 94.13702, 95.05938, 96.746692, 96.624712, 99.36232000000001, 92.909008, 95.534256, 94.99472, 99.755532, 95.24513999999999, 98.97211999999999, 97.323512, 95.849188, 96.17090400000001, 95.67344800000001, 95.295264, 96.674272, 98.286352]
P12	[0.0, 3.9090920000000002, 10.256916, 15.848628000000001, 18.492756, 18.492756, 24.596304, 30.401212, 32.6494, 37.602172, 41.56776, 47.95156, 51.113628, 53.674516000000004, 59.088848000000006, 64.582252, 69.043208, 72.972052, 77.98971999999999, 77.98971999999999, 83.057252, 89.566316, 94.61084, 94.61084, 99.50752, 99.734668, 95.950168, 95.950168, 99.28808000000001, 97.61333599999999, 96.70398, 96.384236, 95.301084, 94.58988000000001, 97.94251200000001, 94.614012, 97.405784, 93.64252400000001, 96.798068, 97.203628, 98.95084, 94.747728, 95.836996, 97.851732, 95.016036, 97.20334000000001, 98.740612, 95.81576000000001, 95.186352, 93.12134, 99.83133600000001, 97.90454, 97.104092, 97.01224400000001, 98.89011599999999, 95.453632, 94.19984, 96.14828, 93.68424, 95.51133200000001, 95.12894800000001, 90.516572, 95.56478800000001, 92.425432, 98.232352, 94.867696, 97.84402399999999, 94.578284, 94.928496, 95.453024, 98.928648, 96.169564, 94.420836, 97.265192, 91.705224, 98.0796, 94.499612, 92.61852, 91.829492, 95.275972, 95.33275599999999, 95.137052, 96.823904, 97.30968, 95.057272, 94.330412, 98.23208, 98.23208, 99.674152, 99.918728, 93.746712, 96.059132, 98.847884, 94.926324, 98.67616, 98.67616, 96.710556, 97.441492, 97.441492, 97.441492, 96.358884, 95.558992, 91.615344, 95.192976, 96.328124, 96.61651599999999, 97.388048, 94.35225200000001, 99.42492, 95.22394, 95.933728, 95.933728, 96.787716, 97.364744, 97.903292, 97.903292, 98.10780799999999, 94.222832, 95.992952, 95.992952, 97.989084, 98.043548, 97.79679999999999, 95.819072, 92.041776, 93.92636399999999, 96.48441199999999, 99.00854799999999, 96.56974000000001, 95.76536399999999, 95.76536399999999, 95.678148, 99.972392, 96.988536, 91.13506799999999, 99.14244, 95.334908, 93.981712, 89.694588, 93.924436, 94.619836, 93.985828, 90.573136, 96.470084, 92.955152, 95.213524, 96.58596, 98.846288, 93.258264, 96.07697200000001, 90.0723, 86.758784, 93.27012]
P13	[0.0, 6.384428000000001, 6.384428000000001, 15.848628000000001, 15.848628000000001, 20.940796, 26.947048000000002, 30.401212, 37.602172, 37.602172, 44.451496, 44.451496, 51.113628, 53.674516000000004, 61.16605200000001, 66.804292, 69.043208, 69.043208, 77.667928, 80.49888, 83.057252, 89.566316, 89.566316, 97.989928, 97.989928, 99.534816, 95.599056, 95.189156, 99.91288, 99.91288, 95.643316, 97.555892, 97.772872, 98.490884, 94.885288, 94.885288, 97.487872, 97.649348, 94.493384, 94.493384, 99.759792, 96.163172, 94.912048, 99.83048, 96.65278, 96.136208, 98.028488, 95.258736, 93.74625599999999, 95.236888, 95.137832, 98.758616, 99.568504, 92.84518800000001, 95.10540400000001, 95.10540400000001, 96.380268, 93.627296, 97.58859600000001, 99.04240800000001, 95.593592, 96.668144, 98.425404, 92.720792, 90.930764, 96.078868, 94.5539, 93.793836, 93.112744, 93.617112, 94.00912, 97.417252, 96.62252, 94.679868, 96.24054, 91.38928, 99.344544, 94.21616, 95.88226399999999, 97.311524, 96.720348, 95.541464, 99.636748, 96.902348, 96.125536, 93.181428, 95.937636, 98.91114, 96.019456, 93.917284, 96.78761999999999, 99.68132800000001, 96.05167999999999, 98.781224, 97.82984, 97.82984, 94.632772, 96.061452, 94.157772, 98.366356, 95.616832, 94.33166800000001, 92.155992, 97.18848, 90.102148, 96.025172, 93.71526, 92.887648, 91.520496, 94.713092, 93.540876, 95.604108, 95.650492, 99.098556, 94.345836, 94.345836, 94.35462, 94.497588, 93.79511600000001, 98.42201200000001, 94.280532, 96.45958399999999, 95.793312, 98.760968, 94.666012, 98.811344, 99.611444, 97.046956, 99.60812, 95.87956, 95.82793600000001, 94.88772399999999, 92.779228, 95.442396, 98.19492, 97.74216799999999, 92.406656, 95.76746, 95.919524, 91.992068, 92.348736, 98.032196, 89.751932, 95.331444, 98.690588, 96.909052, 99.732376, 99.732376, 97.19416, 94.885064]
P14	[0.0, 6.384428000000001, 6.384428000000001, 15.848628000000001, 18.492756, 24.596304, 24.596304, 30.401212, 37.602172, 37.602172, 40.485907999999995, 44.451496, 51.113628, 55.994676, 64.582252, 64.582252, 66.804292, 72.972052, 75.158768, 80.49888, 83.057252, 89.566316, 91.69299600000001, 97.989928, 96.01733999999999, 96.96224, 96.198624, 96.513352, 96.198252, 95.327804, 97.057636, 93.38924, 96.985828, 97.495104, 96.855564, 96.855564, 97.53089200000001, 98.059964, 99.08709999999999, 96.755752, 95.72465199999999, 93.33484399999999, 98.368208, 96.08455599999999, 96.042108, 98.558828, 97.715672, 95.143936, 94.190292, 92.68838000000001, 90.59535199999999, 91.33304799999999, 96.377572, 99.170536, 95.031228, 95.031228, 96.44724, 97.298232, 95.055204, 94.663292, 99.374728, 95.214792, 94.83856, 96.099572, 96.470528, 95.258672, 91.47763599999999, 91.47763599999999, 97.12568, 99.56984, 96.06164, 95.452196, 93.467568, 96.299492, 94.980688, 88.071156, 94.59176000000001, 93.805828, 97.361616, 94.422512, 96.428756, 96.428756, 96.428756, 96.428756, 98.757952, 99.578428, 94.138264, 96.392888, 94.711664, 95.323436, 89.024612, 98.69486400000001, 98.73474800000001, 96.290892, 97.245828, 97.245828, 94.959304, 95.562212, 94.9397, 96.905192, 97.37218399999999, 94.438372, 98.444432, 95.96546000000001, 89.747356, 96.101244, 97.434528, 96.312424, 96.156924, 95.476284, 99.399408, 99.542724, 94.89397600000001, 97.960492, 98.981216, 94.8845, 94.594276, 95.066004, 96.809136, 95.83042, 97.28478, 95.961428, 94.411976, 98.218576, 99.436532, 98.05632, 94.74176800000001, 96.238916, 92.496796, 92.974784, 95.71632, 95.212432, 95.00408, 98.7727, 95.32457600000001, 94.81836, 99.927248, 99.625124, 99.498372, 95.130732, 88.32202, 95.04982, 97.703316, 94.95684800000001, 96.450516, 97.824692, 94.407308, 94.06989999999999, 93.864364, 99.128928, 96.535456, 96.814172, 97.798768, 94.44340799999999, 87.26482, 83.375064, 98.031716, 94.881568, 95.994608]
P15	[0.0, 6.384428000000001, 10.256916, 12.349944, 18.492756, 24.596304, 24.596304, 26.947048000000002, 34.829744, 37.602172, 40.485907999999995, 44.451496, 44.451496, 53.43378800000001, 64.582252, 64.582252, 66.804292, 72.972052, 75.158768, 77.98971999999999, 83.057252, 89.566316, 94.61084, 97.989928, 95.320724, 99.36403200000001, 94.413404, 95.34566, 97.899012, 96.83672399999999, 94.801912, 95.929256, 95.847572, 98.374308, 97.018404, 95.686176, 92.561172, 92.561172, 96.03806, 96.658952, 93.820908, 95.600368, 97.315532, 95.865736, 92.312756, 95.07052, 97.069604, 93.85898, 98.626324, 90.541448, 97.225848, 92.449564, 94.406316, 91.73858, 99.50466399999999, 97.50292, 93.507504, 94.315692, 96.066004, 96.066004, 99.186824, 94.015448, 99.022144, 99.09824, 97.68474, 91.61762, 89.10846, 86.550088, 94.432344, 94.432344, 93.64625199999999, 95.507452, 97.96682799999999, 97.96682799999999, 95.01214, 92.52516, 99.282264, 94.001368, 95.395836, 93.86724, 96.233828, 99.925604, 95.507764, 97.56884, 94.213028, 96.583472, 99.66653199999999, 96.067492, 90.760288, 94.684956, 90.48372, 94.902136, 94.055832, 95.616844, 93.802936, 93.802936, 95.907844, 96.961688, 94.37777200000001, 94.019272, 95.40094, 93.23043600000001, 91.014644, 94.614288, 96.79686, 95.130004, 98.77354, 96.533632, 96.533632, 94.369096, 94.617228, 94.617228, 94.86343600000001, 94.605268, 94.718244, 94.723144, 98.376372, 98.214588, 98.972952, 93.422932, 96.99806, 91.899396, 91.171936, 95.599288, 99.257512, 93.89366799999999, 96.327192, 99.109504, 95.2215, 94.68930800000001, 93.649296, 96.311656, 93.628512, 93.628512, 95.45342, 96.358248, 94.93896, 94.675984, 98.577936, 90.605136, 90.586968, 87.22108, 95.26948, 94.652716, 96.723612, 96.723612, 98.74432800000001, 94.608108, 94.462136, 96.602524, 94.62492, 93.75034799999999, 92.10038, 99.023832, 96.746604, 97.79792400000001, 97.79792400000001, 94.695024, 95.262348, 99.292616, 94.35507199999999]
P16	[0.0, 2.475336, 12.349944, 15.848628000000001, 18.492756, 24.596304, 26.947048000000002, 30.401212, 34.829744, 37.602172, 44.451496, 44.451496, 53.674516000000004, 53.674516000000004, 64.582252, 64.582252, 69.043208, 69.043208, 75.158768, 83.057252, 83.057252, 89.566316, 91.69299600000001, 97.989928, 98.11036800000001, 97.030084, 97.573768, 96.359812, 98.554124, 97.650068, 97.391908, 99.929048, 97.881556, 96.857564, 94.04408, 95.875416, 96.612204, 93.953048, 97.48949999999999, 94.975228, 98.078276, 95.901068, 96.608476, 94.694148, 94.379208, 94.833452, 98.656156, 97.588772, 95.254136, 92.526468, 95.12353999999999, 94.949136, 96.031188, 95.667332, 94.627, 93.392184, 98.666636, 96.58448800000001, 95.22912, 97.83870399999999, 97.83870399999999, 92.468528, 91.596532, 89.389116, 93.482804, 96.092124, 96.342472, 99.653532, 95.82251600000001, 99.2795, 98.05014, 94.512624, 94.512624, 96.21618, 93.926416, 90.556336, 96.327124, 96.878104, 92.67116399999999, 93.16398, 94.532144, 94.532144, 94.532144, 95.050668, 94.453348, 98.591444, 98.53092, 94.76488400000001, 97.46334800000001, 92.750056, 93.84319599999999, 98.901908, 99.947312, 93.66158, 94.82348, 94.764684, 94.907296, 95.957184, 95.70434, 96.657724, 94.67072399999999, 95.880828, 99.22022, 98.231508, 94.599716, 97.4757, 96.11562, 95.29824, 96.48668, 98.415408, 94.40336, 98.05838, 98.05838, 93.501848, 95.372172, 94.39066, 93.926864, 92.46712000000001, 94.673464, 98.503684, 99.33502, 97.439796, 91.23796800000001, 94.89336, 96.72154400000001, 98.688356, 94.496384, 94.758612, 96.67036, 99.90896000000001, 93.60882000000001, 94.96928, 99.293032, 99.57298, 91.46183599999999, 97.273596, 90.474076, 94.449284, 95.20634799999999, 96.276052, 98.133132, 97.7797, 92.563748, 93.888808, 97.742068, 95.693816, 94.176664, 99.109992, 92.44708, 95.344688, 91.696372, 96.815612, 95.59129200000001, 97.405484, 93.95824400000001, 92.388092, 94.51377199999999]
P17	[0.0, 3.9090920000000002, 10.256916, 12.349944, 18.492756, 20.940796, 24.596304, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 59.088848000000006, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.49888, 89.566316, 89.566316, 97.989928, 97.989928, 98.11036800000001, 99.09912, 95.514592, 98.129808, 97.22564799999999, 95.18981199999999, 95.921284, 97.37796399999999, 94.21158, 95.746296, 98.44483600000001, 97.656396, 98.22986, 95.02689600000001, 93.832264, 94.16672, 96.349988, 96.37142800000001, 94.502932, 99.172248, 94.576736, 96.36963200000001, 98.556924, 96.56728, 96.609352, 95.487212, 94.106628, 95.70879599999999, 95.33796, 93.286264, 96.132076, 94.633188, 96.155388, 96.155388, 96.7785, 95.49925999999999, 96.157024, 89.811456, 98.560644, 89.937508, 89.937508, 94.111916, 93.70904, 98.373412, 98.377544, 98.176668, 93.54090000000001, 93.154152, 93.515072, 94.006068, 92.496236, 93.426068, 95.223472, 96.12772000000001, 95.230884, 93.68586, 94.282416, 98.247688, 94.609928, 96.674304, 96.899716, 97.630984, 93.744724, 94.637408, 97.00634000000001, 96.76177200000001, 98.098156, 98.6737, 98.239908, 94.279464, 94.454136, 98.72053600000001, 96.144812, 97.35686, 95.730632, 95.725676, 94.639656, 94.869056, 97.27036799999999, 97.57790800000001, 94.23128, 95.249984, 96.354248, 94.101864, 96.011864, 96.061352, 93.95958, 93.95958, 93.703284, 97.717816, 95.048896, 98.756564, 94.380572, 95.09797599999999, 93.182144, 94.773372, 97.943904, 94.48148400000001, 95.668616, 95.44164, 93.584532, 95.19555600000001, 90.466196, 93.690136, 98.162432, 97.867748, 94.939572, 99.50565999999999, 95.337144, 95.951156, 96.081876, 95.714956, 90.551852, 99.908824, 92.926456, 95.93136799999999, 91.693308, 93.59561199999999, 93.87778, 95.84868, 97.986476, 93.386336, 94.91730000000001, 99.39998, 93.927088, 98.13618, 91.426712, 94.490224, 97.798768, 95.628144, 95.536068, 96.695792, 94.373944, 94.373944, 94.225816, 96.224136]
P18	[0.0, 6.384428000000001, 10.256916, 10.256916, 18.492756, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 43.985972000000004, 51.113628, 51.113628, 53.674516000000004, 61.16605200000001, 66.804292, 66.804292, 72.972052, 77.98971999999999, 80.49888, 83.057252, 89.566316, 91.69299600000001, 97.989928, 99.50752, 96.32669200000001, 95.815096, 94.104096, 97.93328799999999, 97.193288, 96.454056, 96.454056, 96.182284, 95.273844, 92.68481200000001, 99.656608, 99.92078, 95.04588000000001, 93.952376, 95.309472, 95.0276, 99.763248, 99.641556, 94.369136, 96.047168, 95.14954, 97.055324, 98.332516, 93.00042400000001, 95.028352, 95.793416, 97.13376, 94.493028, 95.11788, 96.824904, 95.26709199999999, 98.169028, 99.665072, 93.097732, 97.46356, 93.738568, 92.423408, 97.94460000000001, 93.483644, 97.535656, 96.78474, 98.825552, 97.351292, 94.546308, 95.30082399999999, 95.79305599999999, 98.29302, 98.29302, 94.200072, 95.08982400000001, 93.30896800000001, 94.204524, 96.101516, 95.309364, 92.37723199999999, 89.226536, 98.32926400000001, 95.156828, 99.798728, 93.904756, 93.489248, 94.525176, 94.052852, 97.217, 97.04974, 97.54763600000001, 92.87908, 90.758684, 88.159456, 94.481988, 94.481988, 96.594624, 94.089968, 96.246516, 95.687196, 99.921056, 96.199936, 92.845732, 92.044648, 90.280436, 98.75071600000001, 94.048648, 99.37582, 95.16548, 95.396508, 95.833852, 95.833852, 95.833852, 93.982736, 99.2846, 99.2846, 94.46874, 98.36736, 93.210472, 95.430636, 92.960012, 95.144548, 93.55042399999999, 99.827648, 96.64462400000001, 97.972992, 97.085104, 95.87937199999999, 92.857508, 94.82617599999999, 96.533696, 96.533696, 93.4357, 96.550872, 96.297624, 98.86370799999999, 95.70080399999999, 96.620092, 96.18706, 94.570232, 92.77949199999999, 94.899544, 96.69518000000001, 96.740368, 99.016548, 95.985904, 95.69394799999999, 99.373576, 94.04209999999999, 95.04187200000001, 93.30657599999999, 96.234396, 99.268552, 97.764772, 96.48641599999999, 95.33176, 95.33176, 97.338616, 95.551144]
P19	[0.0, 0.0, 10.256916, 12.349944, 15.848628000000001, 20.940796, 26.947048000000002, 30.401212, 34.829744, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 51.113628, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 80.54809200000001, 83.057252, 89.566316, 91.69299600000001, 97.989928, 97.989928, 97.989928, 98.484172, 95.474164, 93.708024, 95.338028, 94.099224, 95.162732, 97.667444, 95.27772399999999, 95.880796, 98.28347600000001, 95.04239199999999, 99.46914, 95.167604, 94.80656400000001, 95.213664, 96.086736, 94.79191999999999, 95.506936, 97.201024, 94.9443, 96.49428, 96.49428, 97.981, 90.72818000000001, 88.63515199999999, 91.469636, 93.442864, 92.866448, 95.10368, 94.958252, 95.585764, 95.053836, 94.651176, 93.792652, 99.306356, 94.315184, 93.869728, 92.097792, 93.20826, 95.85815199999999, 98.21912, 94.451376, 96.06007600000001, 98.610076, 95.731824, 95.731824, 97.754736, 93.909336, 95.75067200000001, 95.10202, 95.42844000000001, 93.832588, 94.47896, 95.725156, 96.527236, 96.757284, 99.76872399999999, 94.83070000000001, 97.33096, 95.518456, 97.344296, 96.09846, 98.312072, 96.38024, 94.771556, 98.830488, 95.438936, 92.839708, 98.639696, 95.985416, 93.155016, 95.701576, 93.610756, 95.523616, 94.187608, 95.265852, 90.434708, 99.49960399999999, 90.834824, 97.9855, 96.823008, 93.866152, 95.60822399999999, 95.160044, 94.33858000000001, 98.74134, 96.25738, 95.762648, 96.9449, 94.30446, 98.331548, 98.331548, 93.158276, 99.59360000000001, 94.86600800000001, 92.728544, 99.343232, 95.72882, 94.702844, 94.883092, 96.50041999999999, 93.809096, 96.453608, 93.728756, 93.348376, 94.544424, 95.648556, 95.50173600000001, 93.138004, 94.623548, 95.687624, 96.345988, 91.509664, 97.912076, 91.940072, 91.16403600000001, 94.455124, 99.05798, 94.191632, 94.13212800000001, 95.995688, 93.27572400000001, 96.35623199999999, 96.466936]
P20	[0.0, 2.475336, 6.384428000000001, 15.848628000000001, 15.848628000000001, 20.940796, 26.947048000000002, 30.401212, 37.602172, 37.602172, 40.485907999999995, 44.451496, 47.95156, 53.674516000000004, 61.16605200000001, 64.582252, 69.043208, 72.972052, 77.98971999999999, 77.98971999999999, 83.057252, 89.566316, 97.989928, 97.989928, 95.469244, 95.278776, 97.412056, 99.093788, 94.246984, 94.834404, 96.8443, 98.361868, 96.321048, 92.980288, 95.993436, 97.477372, 93.689028, 98.95535199999999, 96.42882, 99.259268, 97.970316, 97.021908, 97.021908, 94.51504, 97.200572, 93.894144, 94.53303600000001, 95.87684800000001, 92.929992, 85.148412, 96.961684, 90.818872, 99.654256, 96.19220800000001, 99.194256, 95.767784, 94.591624, 94.345864, 95.59607199999999, 95.59607199999999, 94.971456, 89.80008000000001, 93.863116, 95.563912, 98.302144, 95.661588, 95.661588, 95.09673199999999, 95.633036, 96.104172, 96.845884, 95.529728, 94.085536, 94.414788, 94.51186799999999, 95.914796, 96.075132, 93.135892, 97.64128, 95.593716, 97.022924, 95.0411, 96.304248, 95.448472, 98.5, 94.58444, 95.69976, 95.871688, 91.786456, 94.288236, 97.02171200000001, 94.506368, 96.38579200000001, 97.93472399999999, 95.34507599999999, 99.823948, 99.823948, 99.823948, 93.987412, 94.558632, 99.65171600000001, 99.371284, 96.282592, 95.651248, 93.341768, 99.58320400000001, 95.731436, 99.309424, 96.7447, 97.04037199999999, 93.769308, 97.07892799999999, 95.962092, 97.424, 97.65594, 97.346568, 97.346568, 93.733964, 96.246692, 96.19859600000001, 97.267444, 98.555376, 93.578136, 93.76782, 92.21304, 94.054476, 94.309632, 98.16376799999999, 96.41668, 92.985236, 98.21753199999999, 96.444472, 96.257784, 93.95434, 93.24447599999999, 94.646372, 94.51552, 96.95558, 92.66845599999999, 93.888936, 93.37548, 94.23568399999999, 92.086256, 96.364376, 95.366172, 93.33451600000001, 93.89620400000001, 96.71744799999999, 95.805528, 93.731444, 96.61366799999999, 91.334036, 95.811808, 95.30791199999999, 92.231444, 95.01013999999999, 99.693868, 95.099356, 95.099356, 95.36838, 95.36838, 99.072132, 94.056716]
P21	[0.0, 0.0, 0.0, 12.349944, 15.848628000000001, 24.596304, 26.947048000000002, 34.829744, 34.829744, 37.602172, 40.485907999999995, 47.613564000000004, 51.113628, 61.16605200000001, 64.582252, 64.582252, 69.043208, 72.972052, 77.98971999999999, 80.49888, 83.057252, 85.771752, 94.61084, 97.989928, 95.840044, 95.840044, 98.017268, 99.198888, 98.932444, 95.9039, 98.96229600000001, 94.7657, 94.7413, 97.95018, 96.59456, 99.655364, 97.79838, 94.496852, 96.0387, 94.08029599999999, 94.08029599999999, 96.70232, 95.948216, 95.524508, 96.25130800000001, 96.39582, 94.08578, 96.597104, 95.041944, 93.44232, 93.154856, 96.624864, 96.252272, 93.481576, 95.71802000000001, 97.991192, 96.313512, 95.79322, 96.277828, 95.681196, 95.989592, 92.805484, 89.389284, 96.28208000000001, 96.78352, 91.65742, 97.860804, 99.83643599999999, 94.977896, 97.79978, 97.551656, 94.068108, 99.74834, 99.000524, 94.248172, 91.294652, 95.980736, 95.372028, 94.859384, 92.538196, 97.945656, 96.65104, 94.641564, 94.641564, 94.659488, 93.417012, 98.11768400000001, 98.11768400000001, 92.55515199999999, 97.617416, 96.874692, 92.673688, 91.562528, 92.75044, 96.3468, 94.129176, 96.350988, 93.971284, 95.437828, 97.62292000000001, 93.405056, 98.396192, 95.504932, 97.14524399999999, 93.29440799999999, 93.669212, 96.225544, 95.315388, 93.188928, 98.417292, 93.688832, 96.64554, 97.092308, 94.49516799999999, 99.156492, 99.754052, 97.943068, 94.155768, 94.40517200000001, 95.497044, 98.858812, 95.080228, 88.122424, 85.652688, 87.153092, 94.185224, 94.33737599999999, 97.36028, 95.919176, 94.64726, 92.799204, 93.206572, 93.980712, 94.788788, 95.19526, 98.280756, 94.093552, 97.7046, 96.948104, 99.55856, 92.749848, 96.940776, 94.311508, 96.050536, 97.88150399999999, 97.487628, 94.287796, 95.41728, 93.01575199999999, 95.372728, 97.41442, 94.782744, 95.976688, 94.473272, 93.122588, 89.232832, 93.91656, 95.2998, 95.858848, 95.858848, 95.858848, 95.858848, 96.10182400000001, 98.416828]
P22	[0.0, 2.475336, 10.256916, 15.848628000000001, 18.492756, 20.940796, 26.947048000000002, 32.6494, 37.602172, 40.485907999999995, 44.451496, 47.95156, 51.113628, 53.674516000000004, 61.16605200000001, 64.582252, 66.804292, 72.972052, 77.98971999999999, 83.057252, 83.057252, 89.566316, 94.61084, 94.61084, 96.890688, 95.21088, 99.085116, 95.36063999999999, 97.000056, 99.132648, 99.966988, 97.88494, 97.88494, 98.577504, 95.503596, 95.783364, 94.78414, 93.606992, 94.757064, 94.389808, 96.362332, 97.109616, 98.942692, 94.977152, 95.10326, 96.918272, 95.31948799999999, 93.928032, 94.043696, 88.33932, 93.948096, 92.789148, 97.458196, 91.451944, 98.710408, 98.575552, 95.376924, 95.30567599999999, 99.443772, 99.685812, 98.577564, 95.634444, 96.579872, 93.155416, 92.29773999999999, 96.6693, 92.668104, 97.993844, 97.993844, 98.47348, 96.62438399999999, 97.457256, 98.765832, 94.302808, 97.408844, 95.919164, 94.343616, 96.31830000000001, 97.392752, 98.26860400000001, 95.14326, 95.14326, 98.786948, 96.594784, 97.28805200000001, 96.948648, 96.416404, 97.273512, 94.89802, 99.699256, 91.430128, 99.38386799999999, 93.750256, 93.791624, 96.208564, 96.277868, 92.950628, 95.107988, 97.900576, 98.989032, 95.740724, 98.98575600000001, 96.321128, 93.842156, 92.35209599999999, 94.798956, 95.483468, 93.1597, 98.74056, 96.27867599999999, 96.240528, 97.754704, 95.391524, 94.96944400000001, 95.2435, 96.072272, 94.97932399999999, 93.416472, 99.67836799999999, 98.54714, 94.523, 95.179124, 88.22132, 97.16476, 94.310544, 95.03697199999999, 99.46582000000001, 98.688704, 94.53716, 92.5392, 94.030332, 96.470952, 95.122936, 94.57635599999999, 90.818788, 94.00166800000001, 90.67013200000001, 98.335408, 98.663872, 95.364228, 91.29915199999999, 97.657584, 94.133952, 91.19925599999999, 91.19925599999999, 99.65044400000001, 98.90816, 96.147036, 96.75407200000001, 98.048456, 94.657096, 97.473648, 94.573536, 96.423164, 95.77553599999999, 94.567248, 97.280388, 94.016316, 94.016316]
